DryBulb,DewPoint,Hour,Weekday,IsWorkingDay,P_W_S_hour_l,P_D_S_hour_l,prev24HrAveLoad,target_variable
33,28,9,4,1,17112,16433,15119.91667,16225
34,30,10,4,1,17223,16700,15108.375,16423
37,30,11,4,1,17145,16874,15092.25,16487
40,31,12,4,1,17095,16881,15072.08333,16397
41,30,13,4,1,16867,16690,15053.375,16241
42,30,14,4,1,16719,16621,15033.70833,16149
42,30,15,4,1,16635,16505,15011.54167,15973
42,29,16,4,1,16795,16669,14983.75,16002
41,29,17,4,1,18148,17572,14964.625,17113
39,29,18,4,1,19375,18191,14957.16667,18012
38,29,19,4,1,19224,17903,14949.54167,17720
36,29,20,4,1,18806,17404,14941.54167,17212
36,29,21,4,1,18108,16664,14937.125,16558
35,28,22,4,1,16929,15576,14938.75,15615
34,28,23,4,1,15236,14105,14946.25,14285
34,28,24,4,1,13804,12741,14954.125,12930
34,28,1,5,0,12913,11786,14958.375,11888
33,28,2,5,0,12483,11301,14958.33333,11300
34,27,3,5,0,12306,11103,14953.54167,10988
34,27,4,5,0,12311,11109,14943.25,10862
33,27,5,5,0,12678,11453,14922.91667,10965
33,27,6,5,0,13883,12548,14875.41667,11408
32,27,7,5,0,16079,14520,14776.79167,12153
31,26,8,5,0,17149,15737,14666,13078
32,27,9,5,0,17380,16225,14582.16667,14213
35,28,10,5,0,17390,16423,14524.25,15033
37,28,11,5,0,17346,16487,14478.25,15383
40,28,12,5,0,17154,16397,14436.29167,15390
41,27,13,5,0,16864,16241,14381.70833,14931
42,26,14,5,0,16735,16149,14299.625,14179
42,24,15,5,0,16598,15973,14195.70833,13479
41,24,16,5,0,16767,16002,14077.66667,13169
40,25,17,5,0,17999,17113,13935.5,13701
39,25,18,5,0,19137,18012,13771.66667,14080
38,25,19,5,0,19044,17720,13619.95833,14079
36,25,20,5,0,18651,17212,13489.91667,14091
35,25,21,5,0,17912,16558,13383.75,14010
35,25,22,5,0,16772,15615,13300.45833,13616
34,25,23,5,0,15136,14285,13241.625,12873
32,24,24,5,0,13753,12930,13203.375,12012
31,24,1,6,0,12847,11888,13181.625,11366
30,24,2,6,0,12427,11300,13169.04167,10998
31,25,3,6,0,12264,10988,13163.54167,10856
31,24,4,6,0,12287,10862,13163.875,10870
31,24,5,6,0,12680,10965,13170.91667,11134
32,25,6,6,0,13848,11408,13186.58333,11784
33,26,7,6,0,15979,12153,13206.66667,12635
33,26,8,6,0,17015,13078,13221.33333,13430
35,28,9,6,0,17164,14213,13224.04167,14278
36,30,10,6,0,17186,15033,13219.54167,14925
38,32,11,6,0,17162,15383,13212.5,15214
40,34,12,6,0,17032,15390,13207.20833,15263
43,35,13,6,0,16748,14931,13215.25,15124
44,32,14,6,0,16580,14179,13240.79167,14792
45,31,15,6,0,16422,13479,13282.75,14486
44,30,16,6,0,16568,13169,13342.54167,14604
43,29,17,6,0,17797,13701,13429.125,15779
40,28,18,6,0,18858,14080,13539.66667,16733
39,27,19,6,0,18580,14079,13639.04167,16464
37,26,20,6,0,18034,14091,13719.875,16031
36,26,21,6,0,17402,14010,13780.33333,15461
35,26,22,6,0,16514,13616,13825.5,14700
36,26,23,6,0,15294,12873,13858.08333,13655
36,25,24,6,0,14050,12012,13879.70833,12531
35,25,1,7,0,13134,11366,13891.29167,11644
35,26,2,7,0,12628,10998,13897.20833,11140
35,25,3,7,0,12396,10856,13899.79167,10918
33,25,4,7,0,12326,10870,13897.95833,10826
32,25,5,7,0,12476,11134,13890.54167,10956
31,24,6,7,0,12964,11784,13874.41667,11397
31,24,7,7,0,13769,12635,13851.75,12091
31,24,8,7,0,14688,13430,13826.5,12824
33,25,9,7,0,15795,14278,13804.16667,13742
36,26,10,7,0,16430,14925,13779.29167,14328
39,25,11,7,0,16643,15214,13751.625,14550
41,24,12,7,0,16578,15263,13721.83333,14548
41,24,13,7,0,16384,15124,13692.41667,14418
42,23,14,7,0,16121,14792,13669.04167,14231
41,23,15,7,0,15997,14486,13654.29167,14132
41,23,16,7,0,16160,14604,13644.08333,14359
39,23,17,7,0,17453,15779,13637.5,15621
39,22,18,7,0,18518,16733,13630.25,16559
37,23,19,7,0,18230,16464,13626,16362
36,23,20,7,0,17696,16031,13624.375,15992
34,23,21,7,0,17093,15461,13626.20833,15505
32,23,22,7,0,16281,14700,13632.125,14842
31,23,23,7,0,15181,13655,13639.75,13838
29,23,24,7,0,14075,12531,13649.75,12771
29,22,1,1,0,13246,11644,13661.08333,11916
27,21,2,1,0,12702,11140,13674.29167,11457
28,21,3,1,0,12456,10918,13686.875,11220
27,21,4,1,0,12362,10826,13699.875,11138
27,21,5,1,0,12433,10956,13710.83333,11219
26,20,6,1,0,12788,11397,13716.70833,11538
28,20,7,1,0,13327,12091,13716.20833,12079
28,21,8,1,0,14032,12824,13713.625,12762
29,21,9,1,0,14948,13742,13716.45833,13810
30,23,10,1,0,15524,14328,13733,14725
31,23,11,1,0,15755,14550,13763.29167,15277
32,25,12,1,0,15812,14548,13806.83333,15593
33,26,13,1,0,15739,14418,13863.125,15769
33,28,14,1,0,15552,14231,13928.41667,15798
34,29,15,1,0,15423,14132,13998.875,15823
34,30,16,1,0,15666,14359,14074,16162
35,31,17,1,0,17125,15621,14145.41667,17335
35,32,18,1,0,18379,16559,14199.75,17863
36,33,19,1,0,18213,16362,14252.75,17634
36,34,20,1,0,17783,15992,14298.75,17096
36,34,21,1,0,17089,15505,14329.70833,16248
37,35,22,1,0,15961,14842,14338.70833,15058
38,36,23,1,0,14617,13838,14329.33333,13613
38,37,24,1,0,13380,12771,14310.75,12325
39,37,1,2,1,12586,11916,14292.04167,11467
39,37,2,2,1,12187,11457,14273.70833,11017
39,37,3,2,1,12055,11220,14255.79167,10790
39,38,4,2,1,12119,11138,14240.875,10780
40,39,5,2,1,12514,11219,14235.70833,11095
40,38,6,2,1,13704,11538,14265.08333,12243
40,39,7,2,1,15859,12079,14361.33333,14389
41,39,8,2,1,17025,12762,14487.20833,15783
41,40,9,2,1,17197,13810,14581.5,16073
43,41,10,2,1,17175,14725,14640.54167,16142
44,43,11,2,1,17067,15277,14677.5,16164
47,44,12,2,1,16906,15593,14697.58333,16075
50,43,13,2,1,16648,15769,14703.04167,15900
53,40,14,2,1,16530,15798,14701.16667,15753
53,37,15,2,1,16459,15823,14690.33333,15563
52,35,16,2,1,16690,16162,14668.66667,15642
49,37,17,2,1,17962,17335,14654.66667,16999
47,38,18,2,1,18884,17863,14666.20833,18140
46,38,19,2,1,18679,17634,14681.29167,17996
46,39,20,2,1,18127,17096,14698.08333,17499
45,37,21,2,1,17295,16248,14718.70833,16743
44,36,22,2,1,15989,15058,14737.41667,15507
44,33,23,2,1,14318,13613,14747.91667,13865
43,32,24,2,1,12866,12325,14752.95833,12446
42,31,1,3,1,11917,11467,14755.125,11519
42,30,2,3,1,11423,11017,14756.08333,11040
41,29,3,3,1,11160,10790,14758.08333,10838
40,29,4,3,1,11120,10780,14761.125,10853
39,29,5,3,1,11395,11095,14766.29167,11219
38,29,6,3,1,12486,12243,14773.875,12425
37,28,7,3,1,14603,14389,14783.75,14626
37,27,8,3,1,16029,15783,14784.75,15807
38,27,9,3,1,16433,16073,14779.70833,15952
40,26,10,3,1,16700,16142,14772.33333,15965
42,26,11,3,1,16874,16164,14765.125,15991
44,24,12,3,1,16881,16075,14758.95833,15927
45,24,13,3,1,16690,15900,14754.33333,15789
45,23,14,3,1,16621,15753,14754.08333,15747
45,22,15,3,1,16505,15563,14759.45833,15692
44,22,16,3,1,16669,15642,14770.29167,15902
42,22,17,3,1,17572,16999,14782.95833,17303
41,22,18,3,1,18191,18140,14796.25,18459
39,23,19,3,1,17903,17996,14811.625,18365
37,23,20,3,1,17404,17499,14830.20833,17945
35,23,21,3,1,16664,16743,14849.41667,17204
34,23,22,3,1,15576,15507,14871.83333,16045
33,23,23,3,1,14105,13865,14894.08333,14399
32,23,24,3,1,12741,12446,14913.45833,12911
31,23,1,4,1,11786,11519,14935.625,12051
30,23,2,4,1,11301,11040,14958.95833,11600
30,23,3,4,1,11103,10838,14983.625,11430
29,22,4,4,1,11109,10853,15009.41667,11472
29,22,5,4,1,11453,11219,15037,11881
28,22,6,4,1,12548,12425,15066.54167,13134
27,21,7,4,1,14520,14626,15098.79167,15400
28,21,8,4,1,15737,15807,15128.79167,16527
29,22,9,4,1,16225,15952,15154.75,16575
33,24,10,4,1,16423,15965,15176.25,16481
36,23,11,4,1,16487,15991,15192.95833,16392
38,23,12,4,1,16397,15927,15204.45833,16203
40,22,13,4,1,16241,15789,15212.33333,15978
41,22,14,4,1,16149,15747,15217.58333,15873
41,22,15,4,1,15973,15692,15219.54167,15739
42,21,16,4,1,16002,15902,15218.625,15880
41,22,17,4,1,17113,17303,15219.20833,17317
39,22,18,4,1,18012,18459,15226.04167,18623
37,22,19,4,1,17720,18365,15234.625,18571
36,22,20,4,1,17212,17945,15243.20833,18151
35,23,21,4,1,16558,17204,15255.08333,17489
35,23,22,4,1,15615,16045,15265.70833,16300
34,23,23,4,1,14285,14399,15274.91667,14620
34,24,24,4,1,12930,12911,15281.83333,13077
33,24,1,5,1,11888,12051,15284.33333,12111
34,25,2,5,1,11300,11600,15286.875,11661
35,25,3,5,1,10988,11430,15287.58333,11447
35,25,4,5,1,10862,11472,15285.95833,11433
35,26,5,5,1,10965,11881,15281.04167,11763
36,27,6,5,1,11408,13134,15271.95833,12916
37,28,7,5,1,12153,15400,15259.04167,15090
37,29,8,5,1,13078,16527,15244.375,16175
39,30,9,5,1,14213,16575,15233,16302
42,31,10,5,1,15033,16481,15225.95833,16312
45,31,11,5,1,15383,16392,15222.875,16318
46,31,12,5,1,15390,16203,15225.45833,16265
47,32,13,5,1,14931,15978,15234.04167,16184
48,33,14,5,1,14179,15873,15244.66667,16128
48,33,15,5,1,13479,15739,15256.375,16020
48,33,16,5,1,13169,15880,15272.66667,16271
47,34,17,5,1,13701,17317,15285.16667,17617
45,34,18,5,1,14080,18623,15276.04167,18404
45,34,19,5,1,14079,18571,15260.54167,18199
44,35,20,5,1,14091,18151,15243.75,17748
42,34,21,5,1,14010,17489,15225.75,17057
41,33,22,5,1,13616,16300,15208.70833,15891
40,31,23,5,1,12873,14620,15192.58333,14233
39,28,24,5,1,12012,13077,15179.75,12769
38,26,1,6,1,11366,12111,15168.79167,11848
36,24,2,6,1,10998,11661,15156.625,11369
35,21,3,6,1,10856,11447,15145.58333,11182
34,20,4,6,1,10870,11433,15136.45833,11214
33,19,5,6,1,11134,11763,15129.75,11602
31,19,6,6,1,11784,12916,15126.375,12835
30,18,7,6,1,12635,15090,15124.75,15051
29,19,8,6,1,13430,16175,15128.54167,16266
30,19,9,6,1,14278,16302,15133.70833,16426
33,18,10,6,1,14925,16312,15139.83333,16459
34,16,11,6,1,15214,16318,15145.20833,16447
36,15,12,6,1,15263,16265,15146.91667,16306
37,14,13,6,1,15124,16184,15143.45833,16101
37,14,14,6,1,14792,16128,15138.25,16003
36,13,15,6,1,14486,16020,15132.95833,15893
36,13,16,6,1,14604,16271,15124.66667,16072
34,13,17,6,1,15779,17617,15122.875,17574
32,13,18,6,1,16733,18404,15127.16667,18507
31,14,19,6,1,16464,18199,15129.08333,18245
31,14,20,6,1,16031,17748,15127.58333,17712
30,14,21,6,1,15461,17057,15131.41667,17149
29,14,22,6,1,14700,15891,15147.79167,16284
27,15,23,6,1,13655,14233,15180.16667,15010
26,14,24,6,1,12531,12769,15218.95833,13700
25,15,1,7,0,11644,11848,15255.45833,12724
24,14,2,7,0,11140,11369,15290.33333,12206
24,14,3,7,0,10918,11182,15322.04167,11943
23,13,4,7,0,10826,11214,15350.41667,11895
22,13,5,7,0,10956,11602,15370.45833,12083
22,13,6,7,0,11397,12835,15360.75,12602
21,13,7,7,0,12091,15051,15296.29167,13504
21,14,8,7,0,12824,16266,15222.04167,14484
23,15,9,7,0,13742,16426,15180.29167,15424
26,15,10,7,0,14328,16459,15153.91667,15826
29,14,11,7,0,14550,16447,15127.33333,15809
32,15,12,7,0,14548,16306,15099.25,15632
33,14,13,7,0,14418,16101,15070.70833,15416
34,15,14,7,0,14231,16003,15039.41667,15252
34,17,15,7,0,14132,15893,15011.45833,15222
34,18,16,7,0,14359,16072,14988.41667,15519
34,18,17,7,0,15621,17574,14960.875,16913
33,19,18,7,0,16559,18507,14934.45833,17873
33,19,19,7,0,16362,18245,14908.54167,17623
32,19,20,7,0,15992,17712,14879.29167,17010
32,20,21,7,0,15505,17149,14849.91667,16444
31,20,22,7,0,14842,16284,14826.33333,15718
32,19,23,7,0,13838,15010,14810.04167,14619
31,20,24,7,0,12771,13700,14797.20833,13392
31,21,1,1,0,11916,12724,14785.95833,12454
30,23,2,1,0,11457,12206,14770.58333,11837
30,23,3,1,0,11220,11943,14751.95833,11496
30,23,4,1,0,11138,11895,14729.75,11362
30,24,5,1,0,11219,12083,14700.91667,11391
30,25,6,1,0,11538,12602,14662.66667,11684
30,25,7,1,0,12079,13504,14611.04167,12265
30,26,8,1,0,12762,14484,14550.75,13037
30,27,9,1,0,13810,15424,14498.625,14173
30,27,10,1,0,14725,15826,14465.375,15028
31,28,11,1,0,15277,15809,14451.375,15473
31,28,12,1,0,15593,15632,14454.91667,15717
32,27,13,1,0,15769,15416,14472.79167,15845
32,26,14,1,0,15798,15252,14493.45833,15748
32,25,15,1,0,15823,15222,14512.45833,15678
32,24,16,1,0,16162,15519,14531.5,15976
31,22,17,1,0,17335,16913,14558.45833,17560
30,19,18,1,0,17863,17873,14593.20833,18707
28,18,19,1,0,17634,17623,14636.75,18668
27,15,20,1,0,17096,17010,14693.04167,18361
26,13,21,1,0,16248,16444,14749.20833,17792
24,12,22,1,0,15058,15718,14788.58333,16663
23,10,23,1,0,13613,14619,14811.66667,15173
21,7,24,1,0,12325,13392,14833.16667,13908
19,4,1,2,1,11467,12454,14860.70833,13115
17,1,2,2,1,11017,11837,14900.08333,12782
16,-2,3,2,1,10790,11496,14949.79167,12689
15,-3,4,2,1,10780,11362,15009.41667,12793
13,-4,5,2,1,11095,11391,15086.45833,13240
12,-5,6,2,1,12243,11684,15205.75,14547
12,-5,7,2,1,14389,12265,15398.91667,16901
12,-7,8,2,1,15783,13037,15615.5,18235
12,-7,9,2,1,16073,14173,15796.58333,18519
13,-7,10,2,1,16142,15028,15945,18590
14,-7,11,2,1,16164,15473,16074.625,18584
16,-7,12,2,1,16075,15717,16187.08333,18416
18,-6,13,2,1,15900,15845,16284.41667,18181
20,-7,14,2,1,15753,15748,16380.625,18057
21,-6,15,2,1,15563,15678,16471.83333,17867
21,-7,16,2,1,15642,15976,16557.04167,18021
20,-6,17,2,1,16999,17560,16642.91667,19621
18,-6,18,2,1,18140,18707,16739.54167,21026
17,-5,19,2,1,17996,18668,16836.875,21004
16,-4,20,2,1,17499,18361,16929,20572
15,-3,21,2,1,16743,17792,17012.16667,19788
13,-1,22,2,1,15507,16663,17092.375,18588
14,-1,23,2,1,13865,15173,17154.25,16658
14,-1,24,2,1,12446,13908,17200.625,15021
15,0,1,3,1,11519,13115,17235.95833,13963
15,3,2,3,1,11040,12782,17263.70833,13448
16,4,3,3,1,10838,12689,17284.54167,13189
18,4,4,3,1,10853,12793,17298.79167,13135
18,4,5,3,1,11219,13240,17306.79167,13432
19,7,6,3,1,12425,14547,17307.79167,14571
20,8,7,3,1,14626,16901,17303.75,16804
20,11,8,3,1,15807,18235,17292.91667,17975
22,12,9,3,1,15952,18519,17278.54167,18174
24,14,10,3,1,15965,18590,17261.16667,18173
26,17,11,3,1,15991,18584,17243.70833,18165
28,19,12,3,1,15927,18416,17224.375,17952
32,21,13,3,1,15789,18181,17202.58333,17658
35,24,14,3,1,15747,18057,17179.45833,17502
37,27,15,3,1,15692,17867,17155.375,17289
39,29,16,3,1,15902,18021,17131.375,17445
42,32,17,3,1,17303,19621,17095.08333,18750
44,34,18,3,1,18459,21026,17034.54167,19573
44,36,19,3,1,18365,21004,16963.83333,19307
45,39,20,3,1,17945,20572,16882.70833,18625
47,41,21,3,1,17204,19788,16800.29167,17810
49,44,22,3,1,16045,18588,16711.95833,16468
50,46,23,3,1,14399,16658,16628.75,14661
51,47,24,3,1,12911,15021,16545.125,13014
53,49,1,4,1,12051,13963,16459.125,11899
54,50,2,4,1,11600,13448,16369.54167,11298
55,50,3,4,1,11430,13189,16278.41667,11002
54,51,4,4,1,11472,13135,16186.08333,10919
55,51,5,4,1,11881,13432,16093,11198
56,51,6,4,1,13134,14571,15997.83333,12287
57,52,7,4,1,15400,16804,15898.5,14420
57,52,8,4,1,16527,17975,15804.16667,15711
57,53,9,4,1,16575,18174,15714.41667,16020
57,53,10,4,1,16481,18173,15632.04167,16196
56,53,11,4,1,16392,18165,15554.125,16295
57,54,12,4,1,16203,17952,15487.45833,16352
57,54,13,4,1,15978,17658,15432,16327
57,54,14,4,1,15873,17502,15390.79167,16513
56,54,15,4,1,15739,17289,15350.41667,16320
54,52,16,4,1,15880,17445,15315.16667,16599
53,50,17,4,1,17317,18750,15275.16667,17790
51,48,18,4,1,18623,19573,15228.58333,18455
48,44,19,4,1,18571,19307,15182.54167,18202
46,42,20,4,1,18151,18625,15144.45833,17711
44,40,21,4,1,17489,17810,15110.04167,16984
43,38,22,4,1,16300,16468,15082.45833,15806
41,36,23,4,1,14620,14661,15060.33333,14130
40,36,24,4,1,13077,13014,15043.04167,12599
39,34,1,5,1,12111,11899,15031.125,11613
37,34,2,5,1,11661,11298,15025.25,11157
37,33,3,5,1,11447,11002,15023,10948
35,32,4,5,1,11433,10919,15024.91667,10965
35,31,5,5,1,11763,11198,15031.41667,11354
34,30,6,5,1,12916,12287,15043.70833,12582
33,30,7,5,1,15090,14420,15060.75,14829
33,31,8,5,1,16175,15711,15086.20833,16322
33,31,9,5,1,16302,16020,15115.45833,16722
33,31,10,5,1,16312,16196,15148.41667,16987
33,31,11,5,1,16318,16295,15185.41667,17183
33,31,12,5,1,16265,16352,15222.08333,17232
33,31,13,5,1,16184,16327,15258.66667,17205
34,31,14,5,1,16128,16513,15288.83333,17237
33,31,15,5,1,16020,16320,15325.375,17197
33,31,16,5,1,16271,16599,15364.125,17529
33,31,17,5,1,17617,17790,15406.79167,18814
33,31,18,5,1,18404,18455,15451.83333,19536
33,31,19,5,1,18199,18202,15498.91667,19332
33,31,20,5,1,17748,17711,15545.79167,18836
33,31,21,5,1,17057,16984,15591.04167,18070
33,31,22,5,1,15891,15806,15632.70833,16806
33,32,23,5,1,14233,14130,15670.25,15031
34,32,24,5,1,12769,12599,15698.33333,13273
33,32,1,6,1,11848,11613,15715.41667,12023
33,32,2,6,1,11369,11157,15720.75,11285
33,32,3,6,1,11182,10948,15715.75,10828
34,32,4,6,1,11214,10965,15702.125,10638
35,33,5,6,1,11602,11354,15676.91667,10749
35,34,6,6,1,12835,12582,15633.875,11549
35,34,7,6,1,15051,14829,15562.91667,13126
35,34,8,6,1,16266,16322,15479.58333,14322
35,34,9,6,1,16426,16722,15393.58333,14658
36,35,10,6,1,16459,16987,15306.91667,14907
37,35,11,6,1,16447,17183,15218.95833,15072
38,36,12,6,1,16306,17232,15129.75,15091
39,35,13,6,1,16101,17205,15035.625,14946
39,33,14,6,1,16003,17237,14936.16667,14850
38,31,15,6,1,15893,17197,14832.95833,14720
37,29,16,6,1,16072,17529,14723.16667,14894
36,28,17,6,1,17574,18814,14611.83333,16142
34,26,18,6,1,18507,19536,14510.95833,17115
33,24,19,6,1,18245,19332,14411.375,16942
32,23,20,6,1,17712,18836,14315.08333,16525
31,22,21,6,1,17149,18070,14231.58333,16066
30,20,22,6,1,16284,16806,14170.75,15346
30,19,23,6,1,15010,15031,14136.625,14212
28,18,24,6,1,13700,13273,14120.79167,12893
27,17,1,7,0,12724,12023,14118.91667,11978
27,16,2,7,0,12206,11285,14125.83333,11451
26,15,3,7,0,11943,10828,14141.58333,11206
25,13,4,7,0,11895,10638,14163.33333,11160
24,12,5,7,0,12083,10749,14187.625,11332
23,12,6,7,0,12602,11549,14197.79167,11793
22,11,7,7,0,13504,13126,14175.70833,12596
21,10,8,7,0,14484,14322,14139.20833,13446
21,9,9,7,0,15424,14658,14130.375,14446
23,9,10,7,0,15826,14907,14136.29167,15049
24,8,11,7,0,15809,15072,14144.70833,15274
25,8,12,7,0,15632,15091,14151.95833,15265
26,8,13,7,0,15416,14946,14157.875,15088
26,8,14,7,0,15252,14850,14159.45833,14888
26,8,15,7,0,15222,14720,14162.75,14799
26,8,16,7,0,15519,14894,14168.95833,15043
24,9,17,7,0,16913,16142,14184.25,16509
23,8,18,7,0,17873,17115,14209.41667,17719
22,9,19,7,0,17623,16942,14236.45833,17591
20,9,20,7,0,17010,16525,14264.20833,17191
20,10,21,7,0,16444,16066,14292.875,16754
19,10,22,7,0,15718,15346,14325.45833,16128
18,10,23,7,0,14619,14212,14362.08333,15091
18,10,24,7,0,13392,12893,14406.75,13965
18,10,1,1,0,12454,11978,14448.66667,12984
18,11,2,1,0,11837,11451,14489.45833,12430
18,11,3,1,0,11496,11206,14527.91667,12129
18,12,4,1,0,11362,11160,14563.45833,12013
19,13,5,1,0,11391,11332,14593.875,12062
19,13,6,1,0,11684,11793,14617,12348
20,14,7,1,0,12265,12596,14629.29167,12891
20,14,8,1,0,13037,13446,14630.25,13469
22,15,9,1,0,14173,14446,14628.29167,14399
25,16,10,1,0,15028,15049,14623.25,14928
29,18,11,1,0,15473,15274,14617,15124
32,20,12,1,0,15717,15265,14612.41667,15155
35,23,13,1,0,15845,15088,14614.16667,15130
37,25,14,1,0,15748,14888,14618.70833,14997
39,27,15,1,0,15678,14799,14620.5,14842
40,28,16,1,0,15976,15043,14619.45833,15018
39,29,17,1,0,17560,16509,14624.33333,16626
38,29,18,1,0,18707,17719,14627.125,17786
38,30,19,1,0,18668,17591,14632,17708
38,31,20,1,0,18361,17191,14637.08333,17313
38,32,21,1,0,17792,16754,14635.45833,16715
38,33,22,1,0,16663,16128,14612.79167,15584
39,34,23,1,0,15173,15091,14569.875,14061
40,35,24,1,0,13908,13965,14514.70833,12641
40,36,1,2,1,13115,12984,14457.79167,11618
42,37,2,2,1,12782,12430,14401.375,11076
42,37,3,2,1,12689,12129,14347.04167,10825
42,38,4,2,1,12793,12013,14295.375,10773
42,39,5,2,1,13240,12062,14255.04167,11094
44,40,6,2,1,14547,12348,14246.95833,12154
45,41,7,2,1,16901,12891,14302.54167,14225
46,42,8,2,1,18235,13469,14388.66667,15536
48,44,9,2,1,18519,14399,14450.625,15886
50,44,10,2,1,18590,14928,14496.70833,16034
53,46,11,2,1,18584,15124,14538.625,16130
55,46,12,2,1,18416,15155,14578.54167,16113
57,47,13,2,1,18181,15130,14614.625,15996
58,47,14,2,1,18057,14997,14652.25,15900
59,48,15,2,1,17867,14842,14691.125,15775
59,48,16,2,1,18021,15018,14725.75,15849
58,48,17,2,1,19621,16626,14750.125,17211
57,49,18,2,1,21026,17786,14773.75,18353
56,49,19,2,1,21004,17708,14795,18218
56,49,20,2,1,20572,17313,14812.08333,17723
55,49,21,2,1,19788,16715,14822.91667,16975
56,49,22,2,1,18588,15584,14830.20833,15759
56,49,23,2,1,16658,14061,14828.08333,14010
56,50,24,2,1,15021,12641,14816.54167,12364
55,50,1,3,1,13963,11618,14800.625,11236
51,45,2,3,1,13448,11076,14784.45833,10688
48,41,3,3,1,13189,10825,14767.45833,10417
45,34,4,3,1,13135,10773,14751.79167,10397
43,30,5,3,1,13432,11094,14737.58333,10753
41,28,6,3,1,14571,12154,14727.375,11909
39,26,7,3,1,16804,14225,14724.95833,14167
37,25,8,3,1,17975,15536,14734.75,15771
36,24,9,3,1,18174,15886,14748.5,16216
35,23,10,3,1,18173,16034,14765.875,16451
35,21,11,3,1,18165,16130,14787.625,16652
35,20,12,3,1,17952,16113,14811,16674
35,19,13,3,1,17658,15996,14838.875,16665
35,18,14,3,1,17502,15900,14872.83333,16715
34,17,15,3,1,17289,15775,14911.66667,16707
33,15,16,3,1,17445,15849,14960.91667,17031
33,14,17,3,1,18750,17211,15013.04167,18462
32,14,18,3,1,19573,18353,15058.70833,19449
32,15,19,3,1,19307,18218,15106.83333,19373
31,14,20,3,1,18625,17723,15157.25,18933
30,14,21,3,1,17810,16975,15211.45833,18276
29,14,22,3,1,16468,15759,15269.29167,17147
29,14,23,3,1,14661,14010,15327.75,15413
29,15,24,3,1,13014,12364,15387.04167,13787
27,19,1,4,1,11899,11236,15449.95833,12746
26,21,2,4,1,11298,10688,15513.29167,12208
27,24,3,4,1,11002,10417,15578.75,11988
27,24,4,4,1,10919,10397,15645.45833,11998
27,25,5,4,1,11198,10753,15710.75,12320
27,25,6,4,1,12287,11909,15773.83333,13423
28,26,7,4,1,14420,14167,15830.125,15518
29,27,8,4,1,15711,15771,15880.33333,16976
29,27,9,4,1,16020,16216,15927.79167,17355
30,28,10,4,1,16196,16451,15973.625,17551
31,29,11,4,1,16295,16652,16016.41667,17679
31,29,12,4,1,16352,16674,16060.125,17723
29,28,13,4,1,16327,16665,16100.66667,17638
29,27,14,4,1,16513,16715,16135.66667,17555
30,28,15,4,1,16320,16707,16162.625,17354
30,28,16,4,1,16599,17031,16178.79167,17419
30,28,17,4,1,17790,18462,16187.45833,18670
31,29,18,4,1,18455,19449,16198.95833,19725
30,28,19,4,1,18202,19373,16208.54167,19603
30,28,20,4,1,17711,18933,16217.83333,19156
29,27,21,4,1,16984,18276,16226.45833,18483
29,27,22,4,1,15806,17147,16233.04167,17305
30,27,23,4,1,14130,15413,16239.75,15574
30,26,24,4,1,12599,13787,16244.04167,13890
31,26,1,5,1,11613,12746,16246.08333,12795
31,26,2,5,1,11157,12208,16247.33333,12238
31,25,3,5,1,10948,11988,16247.5,11992
30,25,4,5,1,10965,11998,16247.625,12001
29,24,5,5,1,11354,12320,16249.75,12371
27,23,6,5,1,12582,13423,16256.25,13579
27,23,7,5,1,14829,15518,16267.33333,15784
26,23,8,5,1,16322,16976,16269.625,17031
28,24,9,5,1,16722,17355,16261.41667,17158
30,25,10,5,1,16987,17551,16243.45833,17120
32,26,11,5,1,17183,17679,16217.83333,17064
33,27,12,5,1,17232,17723,16182.83333,16883
35,27,13,5,1,17205,17638,16137.29167,16545
36,26,14,5,1,17237,17555,16090.29167,16427
36,26,15,5,1,17197,17354,16046.79167,16310
36,26,16,5,1,17529,17419,16005.79167,16435
35,26,17,5,1,18814,18670,15975.70833,17948
34,25,18,5,1,19536,19725,15953.58333,19194
33,26,19,5,1,19332,19603,15935.45833,19168
31,25,20,5,1,18836,19156,15922.04167,18834
30,25,21,5,1,18070,18483,15916.91667,18360
29,25,22,5,1,16806,17305,15919.58333,17369
29,24,23,5,1,15031,15574,15929.04167,15801
29,24,24,5,1,13273,13890,15941.33333,14185
28,23,1,6,1,12023,12795,15952.5,13063
27,22,2,6,1,11285,12238,15962.875,12487
25,20,3,6,1,10828,11992,15972.45833,12222
25,20,4,6,1,10638,12001,15981.91667,12228
25,19,5,6,1,10749,12371,15991.54167,12602
23,19,6,6,1,11549,13579,15995.625,13677
24,18,7,6,1,13126,15784,15988.66667,15617
24,18,8,6,1,14322,17031,15982.875,16892
24,18,9,6,1,14658,17158,15992.95833,17400
25,18,10,6,1,14907,17120,16014.04167,17626
26,18,11,6,1,15072,17064,16042.66667,17751
26,17,12,6,1,15091,16883,16082.58333,17841
26,17,13,6,1,14946,16545,16138.79167,17894
26,17,14,6,1,14850,16427,16207.95833,18087
25,19,15,6,1,14720,16310,16288.54167,18244
24,21,16,6,1,14894,16435,16376.20833,18539
23,21,17,6,1,16142,17948,16454.625,19830
23,21,18,6,1,17115,19194,16511.91667,20569
23,20,19,6,1,16942,19168,16555.83333,20222
22,20,20,6,1,16525,18834,16580.75,19432
