DryBulb,DewPoint,Hour,Weekday,IsWorkingDay,P_W_S_hour_l,P_D_S_hour_l,prev24HrAveLoad,target_variable
37,25,1,5,0,12230,12230,509.5833333,12230
37,25,2,5,0,11534,11534,990.1666667,11534
39,24,3,5,0,11038,11038,1450.083333,11038
38,22,4,5,0,10777,10777,1899.125,10777
37,20,5,5,0,10764,10764,2347.625,10764
36,19,6,5,0,11032,11032,2807.291667,11032
35,20,7,5,0,11508,11508,3286.791667,11508
35,20,8,5,0,11806,11806,3778.708333,11806
35,21,9,5,0,12457,12457,4297.75,12457
37,21,10,5,0,13214,13214,4848.333333,13214
38,22,11,5,0,13783,13783,5422.625,13783
39,22,12,5,0,14156,14156,6012.458333,14156
40,22,13,5,0,14182,14182,6603.375,14182
40,22,14,5,0,13988,13988,7186.208333,13988
40,22,15,5,0,13727,13727,7758.166667,13727
40,22,16,5,0,13856,13856,8335.5,13856
38,22,17,5,0,15215,15215,8969.458333,15215
36,22,18,5,0,16593,16593,9660.833333,16593
35,22,19,5,0,16483,16483,10347.625,16483
35,22,20,5,0,16135,16135,11019.91667,16135
34,22,21,5,0,15681,15681,11673.29167,15681
33,22,22,5,0,14872,14872,12292.95833,14872
32,23,23,5,0,13769,13769,12866.66667,13769
31,23,24,5,0,12640,12640,13393.33333,12640
30,22,1,6,1,11728,12230,13372.41667,11728
29,22,2,6,1,11275,11534,13361.625,11275
28,22,3,6,1,11083,11038,13363.5,11083
28,22,4,6,1,11071,10777,13375.75,11071
28,23,5,6,1,11304,10764,13398.25,11304
29,24,6,6,1,12053,11032,13440.79167,12053
30,25,7,6,1,13372,11508,13518.45833,13372
30,25,8,6,1,14656,11806,13637.20833,14656
30,26,9,6,1,15658,12457,13770.58333,15658
30,27,10,6,1,16472,13214,13906.33333,16472
31,29,11,6,1,16889,13783,14035.75,16889
31,30,12,6,1,17015,14156,14154.875,17015
32,30,13,6,1,16869,14182,14266.83333,16869
33,31,14,6,1,16595,13988,14375.45833,16595
33,31,15,6,1,16387,13727,14486.29167,16387
33,31,16,6,1,16414,13856,14592.875,16414
33,32,17,6,1,17327,15215,14680.875,17327
33,32,18,6,1,18164,16593,14746.33333,18164
34,32,19,6,1,17766,16483,14799.79167,17766
33,32,20,6,1,17144,16135,14841.83333,17144
33,32,21,6,1,16461,15681,14874.33333,16461
32,31,22,6,1,15562,14872,14903.08333,15562
32,31,23,6,1,14357,13769,14927.58333,14357
32,31,24,6,1,13086,12640,14946.16667,13086
33,32,1,7,0,12017,11728,14958.20833,12017
33,32,2,7,0,11362,11275,14961.83333,11362
33,31,3,7,0,11030,11083,14959.625,11030
33,32,4,7,0,10886,11071,14951.91667,10886
33,32,5,7,0,10929,11304,14936.29167,10929
33,32,6,7,0,11279,12053,14904.04167,11279
33,32,7,7,0,11965,13372,14845.41667,11965
33,33,8,7,0,12862,14656,14770.66667,12862
33,33,9,7,0,13957,15658,14699.79167,13957
34,33,10,7,0,14980,16472,14637.625,14980
35,34,11,7,0,15575,16889,14582.875,15575
35,34,12,7,0,15730,17015,14529.33333,15730
36,35,13,7,0,15580,16869,14475.625,15580
38,37,14,7,0,15275,16595,14420.625,15275
39,38,15,7,0,14963,16387,14361.29167,14963
40,39,16,7,0,14902,16414,14298.29167,14902
40,39,17,7,0,15892,17327,14238.5,15892
40,40,18,7,0,16778,18164,14180.75,16778
41,40,19,7,0,16532,17766,14129.33333,16532
41,40,20,7,0,15977,17144,14080.70833,15977
40,39,21,7,0,15454,16461,14038.75,15454
40,40,22,7,0,14660,15562,14001.16667,14660
41,40,23,7,0,13588,14357,13969.125,13588
41,40,24,7,0,12416,13086,13941.20833,12416
42,41,1,1,0,11354,12017,13913.58333,11354
42,41,2,1,0,10710,11362,13886.41667,10710
42,41,3,1,0,10350,11030,13858.08333,10350
43,41,4,1,0,10175,10886,13828.45833,10175
43,41,5,1,0,10148,10929,13795.91667,10148
43,40,6,1,0,10365,11279,13757.83333,10365
43,40,7,1,0,10885,11965,13712.83333,10885
43,39,8,1,0,11406,12862,13652.16667,11406
43,38,9,1,0,12297,13957,13583,12297
44,40,10,1,0,13204,14980,13509,13204
46,38,11,1,0,13910,15575,13439.625,13910
46,37,12,1,0,14310,15730,13380.45833,14310
46,35,13,1,0,14559,15580,13337.91667,14559
45,34,14,1,0,14582,15275,13309.04167,14582
43,34,15,1,0,14629,14963,13295.125,14629
41,35,16,1,0,14856,14902,13293.20833,14856
40,34,17,1,0,16003,15892,13297.83333,16003
39,33,18,1,0,17048,16778,13309.08333,17048
39,33,19,1,0,16896,16532,13324.25,16896
38,32,20,1,0,16427,15977,13343,16427
37,32,21,1,0,15797,15454,13357.29167,15797
37,32,22,1,0,14734,14660,13360.375,14734
36,31,23,1,0,13403,13588,13352.66667,13403
35,31,24,1,0,12263,12416,13346.29167,12263
34,30,1,2,1,11444,11354,13350.04167,11444
33,29,2,2,1,11045,10710,13364,11045
32,29,3,2,1,10895,10350,13386.70833,10895
32,29,4,2,1,10908,10175,13417.25,10908
31,29,5,2,1,11310,10148,13465.66667,11310
31,29,6,2,1,12582,10365,13558.04167,12582
31,28,7,2,1,14895,10885,13725.125,14895
31,29,8,2,1,16562,11406,13939.95833,16562
31,28,9,2,1,16988,12297,14135.41667,16988
31,28,10,2,1,17324,13204,14307.08333,17324
31,28,11,2,1,17618,13910,14461.58333,17618
32,28,12,2,1,17778,14310,14606.08333,17778
31,29,13,2,1,17734,14559,14738.375,17734
31,29,14,2,1,17732,14582,14869.625,17732
32,29,15,2,1,17607,14629,14993.70833,17607
32,30,16,2,1,17800,14856,15116.375,17800
32,30,17,2,1,18840,16003,15234.58333,18840
32,30,18,2,1,19579,17048,15340.04167,19579
32,30,19,2,1,19319,16896,15441,19319
31,30,20,2,1,18725,16427,15536.75,18725
31,30,21,2,1,17865,15797,15622.91667,17865
31,30,22,2,1,16581,14734,15699.875,16581
31,30,23,2,1,14903,13403,15762.375,14903
31,29,24,2,1,13429,12263,15810.95833,13429
31,29,1,3,1,12496,11444,15854.79167,12496
30,28,2,3,1,12000,11045,15894.58333,12000
30,26,3,3,1,11781,10895,15931.5,11781
29,24,4,3,1,11788,10908,15968.16667,11788
29,23,5,3,1,12145,11310,16002.95833,12145
28,22,6,3,1,13354,12582,16035.125,13354
28,21,7,3,1,15630,14895,16065.75,15630
27,20,8,3,1,16950,16562,16081.91667,16950
27,21,9,3,1,17031,16988,16083.70833,17031
28,21,10,3,1,17043,17324,16072,17043
29,20,11,3,1,17261,17618,16057.125,17261
30,21,12,3,1,17223,17778,16034,17223
31,21,13,3,1,16957,17734,16001.625,16957
32,20,14,3,1,16846,17732,15964.70833,16846
33,19,15,3,1,16675,17607,15925.875,16675
32,19,16,3,1,16888,17800,15887.875,16888
31,19,17,3,1,18068,18840,15855.70833,18068
30,18,18,3,1,19548,19579,15854.41667,19548
28,20,19,3,1,19527,19319,15863.08333,19527
26,17,20,3,1,19180,18725,15882.04167,19180
24,10,21,3,1,18572,17865,15911.5,18572
22,9,22,3,1,17371,16581,15944.41667,17371
21,8,23,3,1,15754,14903,15979.875,15754
19,6,24,3,1,14315,13429,16016.79167,14315
18,5,1,4,1,13415,12496,16055.08333,13415
17,5,2,4,1,12990,12000,16096.33333,12990
16,4,3,4,1,12832,11781,16140.125,12832
16,4,4,4,1,12866,11788,16185.04167,12866
15,4,5,4,1,13233,12145,16230.375,13233
15,4,6,4,1,14495,13354,16277.91667,14495
14,4,7,4,1,16855,15630,16328.95833,16855
14,4,8,4,1,18233,16950,16382.41667,18233
14,3,9,4,1,18421,17031,16440.33333,18421
16,2,10,4,1,18417,17043,16497.58333,18417
17,2,11,4,1,18532,17261,16550.54167,18532
19,2,12,4,1,18503,17223,16603.875,18503
20,2,13,4,1,18356,16957,16662.16667,18356
19,2,14,4,1,18302,16846,16722.83333,18302
19,5,15,4,1,18205,16675,16786.58333,18205
20,4,16,4,1,18326,16888,16846.5,18326
19,5,17,4,1,19397,18068,16901.875,19397
18,5,18,4,1,20786,19548,16953.45833,20786
18,5,19,4,1,20668,19527,17001,20668
18,5,20,4,1,20206,19180,17043.75,20206
18,5,21,4,1,19522,18572,17083.33333,19522
17,4,22,4,1,18295,17371,17121.83333,18295
17,4,23,4,1,16598,15754,17157,16598
16,3,24,4,1,15138,14315,17191.29167,15138
15,0,1,5,1,12230,13415,17223.41667,14186
14,1,2,5,1,11534,12990,17255.375,13757
13,0,3,5,1,11038,12832,17287.08333,13593
12,-1,4,5,1,10777,12866,17318.16667,13612
11,-2,5,5,1,10764,13233,17348.58333,13963
11,-4,6,5,1,11032,14495,17376.20833,15158
10,-5,7,5,1,11508,16855,17403,17498
9,-4,8,5,1,11806,18233,17431.79167,18924
9,-5,9,5,1,12457,18421,17457.66667,19042
10,-6,10,5,1,13214,18417,17484.95833,19072
12,-6,11,5,1,13783,18532,17507.08333,19063
14,-5,12,5,1,14156,18503,17525.04167,18934
16,-4,13,5,1,14182,18356,17539.125,18694
17,-4,14,5,1,13988,18302,17549.16667,18543
18,-3,15,5,1,13727,18205,17556.5,18381
17,-3,16,5,1,13856,18326,17561.54167,18447
17,-2,17,5,1,15215,19397,17569.45833,19587
14,-2,18,5,1,16593,20786,17578,20991
13,-2,19,5,1,16483,20668,17590.91667,20978
12,-2,20,5,1,16135,20206,17601.41667,20458
11,-2,21,5,1,15681,19522,17613,19800
10,-2,22,5,1,14872,18295,17625.79167,18602
9,-1,23,5,1,13769,16598,17646.45833,17094
9,-1,24,5,1,12640,15138,17664.25,15565
8,-3,1,6,1,11728,14186,17681.16667,14592
6,-5,2,6,1,11275,13757,17699.58333,14199
6,-6,3,6,1,11083,13593,17719.20833,14064
5,-8,4,6,1,11071,13612,17739.04167,14088
3,-8,5,6,1,11304,13963,17760.91667,14488
2,-9,6,6,1,12053,15158,17781.875,15661
1,-10,7,6,1,13372,17498,17807.08333,18103
0,-11,8,6,1,14656,18924,17835.91667,19616
0,-13,9,6,1,15658,19042,17870.45833,19871
0,-15,10,6,1,16472,19072,17907.16667,19953
1,-16,11,6,1,16889,19063,17946.83333,20015
2,-17,12,6,1,17015,18934,17988,19922
4,-16,13,6,1,16869,18694,18029,19678
5,-15,14,6,1,16595,18543,18067.5,19467
6,-15,15,6,1,16387,18381,18103.25,19239
7,-14,16,6,1,16414,18447,18138.66667,19297
6,-14,17,6,1,17327,19587,18165.79167,20238
4,-14,18,6,1,18164,20991,18185.79167,21471
3,-14,19,6,1,17766,20978,18200.625,21334
2,-14,20,6,1,17144,20458,18216.79167,20846
1,-14,21,6,1,16461,19800,18234.79167,20232
1,-15,22,6,1,15562,18602,18264.54167,19316
0,-15,23,6,1,14357,17094,18302.54167,18006
-1,-15,24,6,1,13086,15565,18351.29167,16735
-2,-16,1,7,0,12017,14592,18399.375,15746
-2,-16,2,7,0,11362,14199,18441.04167,15199
-3,-15,3,7,0,11030,14064,18478.58333,14965
-3,-15,4,7,0,10886,14088,18512.33333,14898
-4,-15,5,7,0,10929,14488,18532.625,14975
-4,-15,6,7,0,11279,15661,18521.70833,15399
-4,-15,7,7,0,11965,18103,18445.66667,16278
-5,-15,8,7,0,12862,19616,18343.04167,17153
-4,-15,9,7,0,13957,19871,18277.75,18304
-2,-15,10,7,0,14980,19953,18240.95833,19070
1,-14,11,7,0,15575,20015,18212.83333,19340
4,-14,12,7,0,15730,19922,18183.5,19218
6,-13,13,7,0,15580,19678,18148.70833,18843
8,-13,14,7,0,15275,19467,18103.125,18373
10,-12,15,7,0,14963,19239,18053.875,18057
10,-13,16,7,0,14902,19297,18002.91667,18074
9,-14,17,7,0,15892,20238,17956.70833,19129
7,-13,18,7,0,16778,21471,17919.91667,20588
6,-13,19,7,0,16532,21334,17887.45833,20555
4,-14,20,7,0,15977,20846,17855.04167,20068
3,-14,21,7,0,15454,20232,17822.79167,19458
3,-14,22,7,0,14660,19316,17796.79167,18692
2,-13,23,7,0,13588,18006,17783.54167,17688
2,-13,24,7,0,12416,16735,17778.875,16623
1,-14,1,1,0,11354,15746,17772.25,15587
1,-13,2,1,0,10710,15199,17762.5,14965
0,-13,3,1,0,10350,14965,17750.625,14680
0,-13,4,1,0,10175,14898,17737,14571
0,-13,5,1,0,10148,14975,17721.41667,14601
0,-13,6,1,0,10365,15399,17699.79167,14880
-1,-13,7,1,0,10885,16278,17662.16667,15375
-1,-12,8,1,0,11406,17153,17611.95833,15948
0,-11,9,1,0,12297,18304,17554.5,16925
4,-10,10,1,0,13204,19070,17496.125,17669
6,-8,11,1,0,13910,19340,17442.66667,18057
10,-6,12,1,0,14310,19218,17394.375,18059
14,-5,13,1,0,14559,18843,17355,17898
16,-4,14,1,0,14582,18373,17323.91667,17627
19,-2,15,1,0,14629,18057,17298.45833,17446
20,-2,16,1,0,14856,18074,17280.04167,17632
20,-1,17,1,0,16003,19129,17265.25,18774
20,0,18,1,0,17048,20588,17239.125,19961
20,2,19,1,0,16896,20555,17210.125,19859
21,2,20,1,0,16427,20068,17178.66667,19313
21,4,21,1,0,15797,19458,17142.58333,18592
21,5,22,1,0,14734,18692,17086.83333,17354
22,6,23,1,0,13403,17688,17013.625,15931
23,7,24,1,0,12263,16623,16926.25,14526
22,10,1,2,1,11444,15587,16846.70833,13678
22,15,2,2,1,11045,14965,16778.375,13325
22,18,3,2,1,10895,14680,16715.79167,13178
22,19,4,2,1,10908,14571,16656.20833,13141
22,20,5,2,1,11310,14601,16609.125,13471
22,20,6,2,1,12582,14880,16595.79167,14560
23,20,7,2,1,14895,15375,16646.58333,16594
23,19,8,2,1,16562,15948,16731.58333,17988
23,19,9,2,1,16988,16925,16796.20833,18476
24,20,10,2,1,17324,17669,16835.41667,18610
25,20,11,2,1,17618,18057,16861.58333,18685
26,20,12,2,1,17778,18059,16880.70833,18518
27,21,13,2,1,17734,17898,16898.16667,18317
28,22,14,2,1,17732,17627,16921.41667,18185
29,22,15,2,1,17607,17446,16946.41667,18046
29,23,16,2,1,17800,17632,16965.70833,18095
30,23,17,2,1,18840,18774,16977.5,19057
29,24,18,2,1,19579,19961,16986.25,20171
29,24,19,2,1,19319,19859,16995.08333,20071
28,25,20,2,1,18725,19313,17006.41667,19585
28,25,21,2,1,17865,18592,17016.29167,18829
28,25,22,2,1,16581,17354,17026.20833,17592
28,24,23,2,1,14903,15931,17023.5,15866
28,24,24,2,1,13429,14526,17016.04167,14347
27,22,1,3,1,12496,13678,17003.33333,13373
26,22,2,3,1,12000,13325,16987.25,12939
27,21,3,3,1,11781,13178,16967.79167,12711
26,21,4,3,1,11788,13141,16950.95833,12737
25,20,5,3,1,12145,13471,16933.125,13043
25,19,6,3,1,13354,14560,16919.79167,14240
25,20,7,3,1,15630,16594,16918.91667,16573
26,21,8,3,1,16950,17988,16919.20833,17995
27,22,9,3,1,17031,18476,16909.125,18234
29,24,10,3,1,17043,18610,16893.75,18241
31,26,11,3,1,17261,18685,16875.95833,18258
33,27,12,3,1,17223,18518,16854.25,17997
35,28,13,3,1,16957,18317,16829.75,17729
36,28,14,3,1,16846,18185,16805.625,17606
36,29,15,3,1,16675,18046,16784.79167,17546
33,25,16,3,1,16888,18095,16771.33333,17772
30,18,17,3,1,18068,19057,16761.20833,18814
27,10,18,3,1,19548,20171,16768.20833,20339
22,3,19,3,1,19527,20071,16790.625,20609
19,-1,20,3,1,19180,19585,16822.375,20347
16,-3,21,3,1,18572,18829,16862.79167,19799
13,-3,22,3,1,17371,17592,16909.04167,18702
10,-9,23,3,1,15754,15866,16963.75,17179
8,-11,24,3,1,14315,14347,17026.75,15859
6,-14,1,4,1,13415,13373,17095.41667,15021
3,-16,2,4,1,12990,12939,17169.5,14717
2,-18,3,4,1,12832,12711,17253.625,14730
0,-19,4,4,1,12866,12737,17340.04167,14811
-2,-20,5,4,1,13233,13043,17430.83333,15222
-3,-21,6,4,1,14495,14240,17523.125,16455
-4,-22,7,4,1,16855,16573,17617.08333,18828
-5,-22,8,4,1,18233,17995,17710.25,20231
-5,-23,9,4,1,18421,18234,17799.125,20367
-4,-23,10,4,1,18417,18241,17892.41667,20480
-2,-21,11,4,1,18532,18258,17985.54167,20493
0,-20,12,4,1,18503,17997,18085.95833,20407
2,-20,13,4,1,18356,17729,18189.16667,20206
3,-19,14,4,1,18302,17606,18291.54167,20063
4,-18,15,4,1,18205,17546,18387.83333,19857
4,-18,16,4,1,18326,17772,18481.125,20011
4,-19,17,4,1,19397,18814,18576.41667,21101
4,-18,18,4,1,20786,20339,18665.5,22477
3,-18,19,4,1,20668,20609,18740.91667,22419
3,-18,20,4,1,20206,20347,18803,21837
2,-17,21,4,1,19522,19799,18857.33333,21103
2,-15,22,4,1,18295,18702,18903.91667,19820
2,-11,23,4,1,16598,17179,18944.70833,18158
1,-8,24,4,1,15138,15859,18980.625,16721
1,-7,1,5,1,14186,15021,19012.54167,15787
1,-7,2,5,1,13757,14717,19039.25,15358
1,-6,3,5,1,13593,14730,19058.45833,15191
0,-7,4,5,1,13612,14811,19074.70833,15201
0,-8,5,5,1,13963,15222,19087.33333,15525
-1,-8,6,5,1,15158,16455,19095,16639
-2,-9,7,5,1,17498,18828,19092.875,18777
-1,-10,8,5,1,18924,20231,19090.58333,20176
-2,-11,9,5,1,19042,20367,19098.16667,20549
-1,-12,10,5,1,19072,20480,19103.83333,20616
0,-12,11,5,1,19063,20493,19110.41667,20651
2,-13,12,5,1,18934,20407,19112.875,20466
4,-12,13,5,1,18694,20206,19111.79167,20180
5,-13,14,5,1,18543,20063,19109.75,20014
5,-14,15,5,1,18381,19857,19109.625,19854
5,-15,16,5,1,18447,20011,19109.33333,20004
4,-17,17,5,1,19587,21101,19111.45833,21152
1,-19,18,5,1,20991,22477,19120,22682
-1,-20,19,5,1,20978,22419,19136.625,22818
-2,-19,20,5,1,20458,21837,19161.75,22440
-3,-20,21,5,1,19800,21103,19190.20833,21786
-4,-21,22,5,1,18602,19820,19226.29167,20686
-6,-23,23,5,1,17094,18158,19268,19159
-7,-23,24,5,1,15565,16721,19313.875,17822
-7,-24,1,6,1,14592,15787,19361.33333,16926
-7,-22,2,6,1,14199,15358,19409.58333,16516
-6,-21,3,6,1,14064,15191,19454.75,16275
-7,-21,4,6,1,14088,15201,19500.70833,16304
-7,-21,5,6,1,14488,15525,19543.41667,16550
-6,-21,6,6,1,15661,16639,19579.70833,17510
-7,-21,7,6,1,18103,18777,19599.125,19243
-7,-20,8,6,1,19616,20176,19615.83333,20577
-6,-20,9,6,1,19871,20549,19644.58333,21239
-3,-18,10,6,1,19953,20616,19682.83333,21534
0,-15,11,6,1,20015,20651,19725.08333,21665
3,-13,12,6,1,19922,20466,19767.125,21475
6,-11,13,6,1,19678,20180,19804.70833,21082
9,-8,14,6,1,19467,20014,19833.95833,20716
11,-7,15,6,1,19239,19854,19853.91667,20333
12,-6,16,6,1,19297,20004,19861.58333,20188
11,-5,17,6,1,20238,21152,19844.66667,20746
10,-5,18,6,1,21471,22682,19813.375,21931
10,-4,19,6,1,21334,22818,19771.20833,21806
10,-4,20,6,1,20846,22440,19716.875,21136
10,-3,21,6,1,20232,21786,19660.45833,20432
10,-2,22,6,1,19316,20686,19607.20833,19408
10,-2,23,6,1,18006,19159,19561.875,18071
10,-2,24,6,1,16735,17822,19518.375,16778
11,-1,1,7,0,15746,16926,19472.25,15819
11,-1,2,7,0,15199,16516,19419.66667,15254
12,0,3,7,0,14965,16275,19361.70833,14884
12,1,4,7,0,14898,16304,19296.25,14733
12,1,5,7,0,14975,16550,19222.79167,14787
12,2,6,7,0,15399,17510,19124.91667,15161
12,2,7,7,0,16278,19243,18986.29167,15916
14,3,8,7,0,17153,20577,18826,16730
15,3,9,7,0,18304,21239,18672.375,17552
18,4,10,7,0,19070,21534,18530.95833,18140
21,5,11,7,0,19340,21665,18387.08333,18212
25,6,12,7,0,19218,21475,18239.5,17933
27,6,13,7,0,18843,21082,18083.41667,17336
30,6,14,7,0,18373,20716,17921.25,16824
31,7,15,7,0,18057,20333,17760.45833,16474
32,7,16,7,0,18074,20188,17605.875,16478
31,7,17,7,0,19129,20746,17467.33333,17421
29,7,18,7,0,20588,21931,17335.58333,18769
27,8,19,7,0,20555,21806,17204.58333,18662
27,8,20,7,0,20068,21136,17077.70833,18091
25,8,21,7,0,19458,20432,16955.5,17499
25,9,22,7,0,18692,19408,16845.25,16762
25,10,23,7,0,17688,18071,16745.625,15680
26,11,24,7,0,16623,16778,16656.375,14636
25,11,1,1,0,15587,15819,16563.58333,13592
26,12,2,1,0,14965,15254,16472.25,13062
25,13,3,1,0,14680,14884,16382.66667,12734
26,15,4,1,0,14571,14733,16293.20833,12586
26,17,5,1,0,14601,14787,16201.16667,12578
26,18,6,1,0,14880,15161,16102.33333,12789
26,20,7,1,0,15375,15916,15994,13316
27,22,8,1,0,15948,16730,15882.45833,14053
28,25,9,1,0,16925,17552,15782.375,15150
29,27,10,1,0,17669,18140,15694.33333,16027
30,28,11,1,0,18057,18212,15628,16620
30,29,12,1,0,18059,17933,15584.95833,16900
31,29,13,1,0,17898,17336,15569.875,16974
31,29,14,1,0,17627,16824,15569,16803
31,29,15,1,0,17446,16474,15573.54167,16583
31,29,16,1,0,17632,16478,15574.16667,16493
31,29,17,1,0,18774,17421,15562.66667,17145
30,29,18,1,0,19961,18769,15529.33333,17969
30,27,19,1,0,19859,18662,15499.91667,17956
30,26,20,1,0,19313,18091,15482.5,17673
28,23,21,1,0,18592,17499,15464.58333,17069
27,21,22,1,0,17354,16762,15440,16172
26,19,23,1,0,15931,15680,15414.33333,15064
25,17,24,1,0,14526,14636,15388.375,14013
24,16,1,2,0,13678,13592,15375.41667,13281
24,15,2,2,0,13325,13062,15369.75,12926
22,14,3,2,0,13178,12734,15371.33333,12772
21,12,4,2,0,13141,12586,15381,12818
20,11,5,2,0,13471,12578,15405.16667,13158
20,10,6,2,0,14560,12789,15460.75,14123
20,9,7,2,0,16594,13316,15556.33333,15610
19,7,8,2,0,17988,14053,15669.79167,16776
19,7,9,2,0,18476,15150,15767.875,17504
19,6,10,2,0,18610,16027,15851.95833,18045
21,6,11,2,0,18685,16620,15928,18445
21,6,12,2,0,18518,16900,15992.66667,18452
23,6,13,2,0,18317,16974,16050.66667,18366
22,6,14,2,0,18185,16803,16103.04167,18060
23,5,15,2,0,18046,16583,16159.58333,17940
22,5,16,2,0,18095,16493,16221.20833,17972
21,4,17,2,0,19057,17145,16295.25,18922
19,3,18,2,0,20171,17969,16404.70833,20596
18,3,19,2,0,20071,17956,16518.95833,20698
17,4,20,2,0,19585,17673,16631.41667,20372
17,3,21,2,0,18829,17069,16736.79167,19598
16,4,22,2,0,17592,16172,16827.375,18346
16,4,23,2,0,15866,15064,16900.54167,16820
15,4,24,2,0,14347,14013,16958.04167,15393
15,3,1,3,1,13373,13281,17005.875,14429
15,3,2,3,1,12939,12926,17049.79167,13980
15,3,3,3,1,12711,12772,17095.04167,13858
15,3,4,3,1,12737,12818,17138.79167,13868
14,3,5,3,1,13043,13158,17182.08333,14197
14,3,6,3,1,14240,14123,17235.20833,15398
14,2,7,3,1,16573,15610,17319.375,17630
13,2,8,3,1,17995,16776,17411,18975
14,2,9,3,1,18234,17504,17481.125,19187
16,2,10,3,1,18241,18045,17521.25,19008
17,2,11,3,1,18258,18445,17546.33333,19047
19,2,12,3,1,17997,18452,17560.58333,18794
20,2,13,3,1,17729,18366,17575.33333,18720
21,3,14,3,1,17606,18060,17593.875,18505
22,3,15,3,1,17546,17940,17608.29167,18286
22,3,16,3,1,17772,17972,17623.375,18334
21,3,17,3,1,18814,18922,17634.41667,19187
19,3,18,3,1,20339,20596,17646.875,20895
18,3,19,3,1,20609,20698,17661.54167,21050
17,3,20,3,1,20347,20372,17673.95833,20670
17,3,21,3,1,19799,19598,17689.625,19974
17,1,22,3,1,18702,18346,17706.125,18742
16,1,23,3,1,17179,16820,17721.91667,17199
15,1,24,3,1,15859,15393,17733.25,15665
14,1,1,4,1,15021,14429,17746.33333,14743
14,1,2,4,1,14717,13980,17759.66667,14300
13,1,3,4,1,14730,13858,17768.70833,14075
13,1,4,4,1,14811,13868,17780,14139
13,1,5,4,1,15222,14197,17789.04167,14414
12,1,6,4,1,16455,15398,17798.58333,15627
12,1,7,4,1,18828,17630,17810.70833,17921
12,1,8,4,1,20231,18975,17817.375,19135
14,2,9,4,1,20367,19187,17818.79167,19221
15,2,10,4,1,20480,19008,17823.83333,19129
18,2,11,4,1,20493,19047,17822.91667,19025
20,3,12,4,1,20407,18794,17820.75,18742
22,4,13,4,1,20206,18720,17807.83333,18410
24,5,14,4,1,20063,18505,17794.125,18176
25,5,15,4,1,19857,18286,17778.08333,17901
25,5,16,4,1,20011,18334,17760.5,17912
25,5,17,4,1,21101,19187,17743,18767
23,5,18,4,1,22477,20895,17723.33333,20423
21,4,19,4,1,22419,21050,17703.33333,20570
19,4,20,4,1,21837,20670,17683.375,20191
18,3,21,4,1,21103,19974,17664.29167,19516
17,3,22,4,1,19820,18742,17650.33333,18407
15,3,23,4,1,18158,17199,17632.875,16780
14,3,24,4,1,16721,15665,17620.75,15374
13,3,1,5,1,15787,14743,17610.33333,14493
14,4,2,5,1,15358,14300,17600.375,14061
14,5,3,5,1,15191,14075,17590.58333,13840
16,5,4,5,1,15201,14139,17574.125,13744
16,6,5,5,1,15525,14414,17557.54167,14016
17,7,6,5,1,16639,15627,17539.20833,15187
18,8,7,5,1,18777,17921,17518.875,17433
19,8,8,5,1,20176,19135,17506.04167,18827
19,9,9,5,1,20549,19221,17495.75,18974
21,10,10,5,1,20616,19129,17488.5,18955
23,11,11,5,1,20651,19025,17487.58333,19003
25,13,12,5,1,20466,18742,17491.125,18827
28,15,13,5,1,20180,18410,17495.25,18509
30,17,14,5,1,20014,18176,17498.25,18248
32,19,15,5,1,19854,17901,17499.20833,17924
33,20,16,5,1,20004,17912,17499.83333,17927
32,20,17,5,1,21152,18767,17496.29167,18682
31,22,18,5,1,22682,20423,17480.95833,20055
29,20,19,5,1,22818,20570,17459.58333,20057
27,15,20,5,1,22440,20191,17437.58333,19663
26,10,21,5,1,21786,19516,17417.95833,19045
24,7,22,5,1,20686,18407,17398.29167,17935
22,6,23,5,1,19159,16780,17380.875,16362
20,2,24,5,1,17822,15374,17364.33333,14977
18,0,1,6,1,16926,14493,17351.16667,14177
16,-1,2,6,1,16516,14061,17340.66667,13809
15,-2,3,6,1,16275,13840,17333.75,13674
14,-2,4,6,1,16304,13744,17332.41667,13712
13,-2,5,6,1,16550,14016,17334.54167,14067
12,-2,6,6,1,17510,15187,17338.79167,15289
11,-3,7,6,1,19243,17433,17347.375,17639
10,-3,8,6,1,20577,18827,17353.45833,18973
11,-3,9,6,1,21239,18974,17362.08333,19181
13,-3,10,6,1,21534,18955,17373.08333,19219
14,-3,11,6,1,21665,19003,17383.125,19244
15,-3,12,6,1,21475,18827,17396.08333,19138
16,-3,13,6,1,21082,18509,17412.75,18909
17,-4,14,6,1,20716,18248,17433.54167,18747
17,-5,15,6,1,20333,17924,17458.54167,18524
17,-5,16,6,1,20188,17927,17485.375,18571
15,-5,17,6,1,20746,18682,17509,19249
13,-5,18,6,1,21931,20055,17534.45833,20666
13,-6,19,6,1,21806,20057,17559.375,20655
11,-6,20,6,1,21136,19663,17579.58333,20148
10,-6,21,6,1,20432,19045,17600.16667,19539
9,-7,22,6,1,19408,17935,17630.58333,18665
9,-6,23,6,1,18071,16362,17674.83333,17424
8,-6,24,6,1,16778,14977,17721.41667,16095
7,-6,1,7,0,15819,14177,17762.5,15163
6,-6,2,7,0,15254,13809,17798.04167,14662
6,-7,3,7,0,14884,13674,17828.91667,14415
5,-6,4,7,0,14733,13712,17853.5,14302
5,-5,5,7,0,14787,14067,17866.45833,14378
5,-4,6,7,0,15161,15289,17846.29167,14805
